Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
58,0,Travel_Rarely,1272,Research & Development,5,3,Technical Degree,3,Female,37,2,3,Healthcare Representative,2,Divorced,10552.0,9255,2.0,Yes,13,4,1,24.0,3,3,6.0,0.0,0.0,4.0
28,0,Travel_Rarely,440,Research & Development,21,3,Medical,3,Male,42,3,1,Research Scientist,4,Married,2713.0,6672,1.0,No,11,3,1,5.0,2,1,5.0,2.0,0.0,2.0
30,0,Travel_Rarely,852,Sales,10,3,Marketing,3,Male,72,2,2,Sales Executive,3,Married,6578.0,2706,1.0,No,18,1,1,10.0,3,3,10.0,3.0,1.0,4.0
46,0,Travel_Frequently,1211,Sales,5,4,Marketing,1,Male,98,3,2,Sales Executive,4,Single,5772.0,20445,4.0,Yes,21,3,0,14.0,4,3,9.0,6.0,0.0,8.0
31,1,Travel_Frequently,1060,Sales,1,3,Life Sciences,4,Female,54,3,1,Sales Representative,2,Single,2302.0,8319,1.0,Yes,11,1,0,3.0,2,4,3.0,2.0,2.0,2.0
31,1,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1,Female,34,2,1,Research Scientist,2,Single,1261.0,22262,1.0,No,12,3,0,1.0,3,4,1.0,0.0,0.0,0.0
22,0,Travel_Rarely,1256,Research & Development,19,1,Medical,3,Male,80,3,1,Research Scientist,4,Married,2323.0,11992,1.0,No,24,1,2,2.0,6,3,2.0,2.0,2.0,2.0
22,0,Non-Travel,1123,Research & Development,16,2,Medical,4,Male,96,4,1,Laboratory Technician,4,Divorced,2935.0,7324,1.0,Yes,13,2,2,1.0,2,2,1.0,0.0,0.0,0.0
36,0,Travel_Rarely,852,Research & Development,5,4,Life Sciences,2,Female,82,2,1,Research Scientist,1,Married,3419.0,13072,8.5,Yes,14,4,1,6.0,3,4,1.0,1.0,0.0,0.0
43,0,Travel_Frequently,185,Research & Development,10,4,Life Sciences,3,Female,33,3,1,Laboratory Technician,4,Single,2455.0,10675,0.0,No,19,1,0,9.0,5,3,8.0,7.0,1.0,7.0
35,1,Travel_Frequently,130,Research & Development,25,4,Life Sciences,4,Female,96,3,1,Research Scientist,2,Divorced,2022.0,16612,1.0,Yes,19,1,1,10.0,3,2,10.0,2.0,7.0,8.0
60,0,Travel_Frequently,1499,Sales,28,3,Marketing,3,Female,80,2,3,Sales Executive,1,Married,10266.0,2845,4.0,No,19,4,0,22.0,5,4,18.0,13.0,7.5,11.0
34,0,Travel_Rarely,131,Sales,2,3,Marketing,3,Female,86,3,2,Sales Executive,1,Single,4538.0,6039,0.0,Yes,12,4,0,4.0,3,3,3.0,2.0,0.0,2.0
39,1,Travel_Rarely,1122,Research & Development,6,3,Medical,4,Male,70,3,1,Laboratory Technician,1,Married,2404.0,4303,7.0,Yes,21,4,0,8.0,2,1,2.0,2.0,2.0,2.0
38,0,Travel_Rarely,770,Sales,10,4,Marketing,3,Male,73,2,3,Sales Executive,3,Divorced,8740.0,5569,0.0,Yes,14,2,2,9.0,2,3,8.0,7.0,2.0,7.0
33,1,Travel_Rarely,587,Research & Development,10,1,Medical,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408.0,6705,7.0,No,13,1,3,8.0,2,3,4.0,3.0,1.0,3.0
25,0,Travel_Rarely,891,Sales,4,2,Life Sciences,2,Female,99,2,2,Sales Executive,4,Single,4487.0,12090,1.0,Yes,11,2,0,5.0,3,3,5.0,4.0,1.0,3.0
49,0,Travel_Rarely,1495,Research & Development,5,4,Technical Degree,1,Male,96,3,2,Healthcare Representative,3,Married,6651.0,21534,2.0,No,14,2,1,20.0,0,2,3.0,2.0,1.0,2.0
45,0,Travel_Rarely,788,Human Resources,24,4,Medical,2,Male,36,3,1,Human Resources,2,Single,2177.0,8318,1.0,No,16,1,0,6.0,3,3,6.0,3.0,0.0,4.0
43,0,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,Male,59,2,4,Research Director,2,Divorced,14336.0,4345,1.0,No,11,3,1,25.0,3,3,18.0,10.0,3.0,9.0
34,0,Travel_Frequently,829,Research & Development,15,3,Medical,2,Male,71,3,4,Research Director,1,Divorced,17007.0,11929,7.0,No,14,4,2,16.0,3,2,14.0,8.0,6.0,9.0
34,0,Travel_Rarely,1333,Sales,10,4,Life Sciences,3,Female,87,3,1,Sales Representative,3,Married,2220.0,18410,1.0,Yes,19,4,1,1.0,2,3,1.0,1.0,0.0,0.0
23,0,Travel_Rarely,310,Research & Development,10,1,Medical,1,Male,79,4,1,Research Scientist,3,Single,3505.0,19630,1.0,No,18,4,0,2.0,3,3,2.0,2.0,0.0,2.0
37,0,Travel_Rarely,571,Research & Development,10,1,Life Sciences,4,Female,82,3,1,Research Scientist,1,Divorced,2782.0,19905,0.0,Yes,13,2,2,6.0,3,2,5.0,3.0,4.0,3.0
35,0,Travel_Rarely,384,Sales,8,4,Life Sciences,1,Female,72,3,1,Sales Representative,4,Married,2572.0,20317,1.0,No,16,2,1,3.0,1,2,3.0,2.0,0.0,2.0
36,1,Travel_Rarely,530,Sales,3,1,Life Sciences,3,Male,51,2,3,Sales Executive,4,Married,10325.0,5518,1.0,Yes,11,1,1,16.0,6,3,16.0,7.0,3.0,7.0
23,0,Travel_Rarely,1309,Research & Development,26,1,Life Sciences,3,Male,83,3,1,Research Scientist,4,Divorced,2904.0,16092,1.0,No,12,3,2,4.0,2,2,4.0,2.0,0.0,2.0
25,0,Travel_Rarely,883,Sales,26,1,Medical,3,Female,32,3,2,Sales Executive,4,Single,6180.0,22807,1.0,No,23,2,0,6.0,5,2,6.0,5.0,1.0,4.0
43,0,Non-Travel,1344,Research & Development,7,3,Medical,4,Male,37,4,1,Research Scientist,4,Divorced,2089.0,5228,4.0,No,14,4,3,7.0,3,4,5.0,4.0,2.0,2.0
41,1,Travel_Rarely,1085,Research & Development,2,4,Life Sciences,2,Female,57,1,1,Laboratory Technician,4,Divorced,2778.0,17725,4.0,Yes,13,3,1,10.0,1,2,7.0,7.0,1.0,0.0
25,0,Travel_Rarely,1356,Sales,10,4,Life Sciences,3,Male,57,3,2,Sales Executive,4,Single,4950.0,20623,0.0,No,14,2,0,5.0,4,3,4.0,3.0,1.0,1.0
52,0,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,4,Female,30,3,4,Manager,4,Married,16555.0,10310,2.0,No,13,4,0,31.0,2,1,5.0,2.0,1.0,4.0
36,0,Travel_Frequently,541,Sales,3,4,Medical,1,Male,48,2,3,Sales Executive,4,Married,9699.0,7246,4.0,No,11,1,1,16.0,2,3,13.0,9.0,1.0,12.0
26,0,Travel_Rarely,1066,Research & Development,2,2,Medical,4,Male,32,4,2,Manufacturing Director,4,Married,5472.0,3334,1.0,No,12,2,0,8.0,2,3,8.0,7.0,1.0,3.0
56,0,Travel_Frequently,1240,Research & Development,9,3,Medical,1,Female,63,3,1,Research Scientist,3,Married,2942.0,12154,2.0,No,19,2,1,18.0,4,3,5.0,4.0,0.0,3.0
34,0,Travel_Frequently,878,Research & Development,10,4,Medical,4,Male,43,3,1,Research Scientist,3,Divorced,3815.0,5972,1.0,Yes,17,4,1,5.0,4,4,5.0,3.0,2.0,0.0
38,0,Travel_Rarely,395,Sales,9,3,Marketing,2,Male,98,2,1,Sales Representative,2,Married,2899.0,12102,0.0,No,19,4,1,3.0,3,3,2.0,2.0,1.0,2.0
36,0,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,4,Male,47,3,1,Laboratory Technician,4,Married,3210.0,20251,0.0,No,11,3,1,16.0,4,3,15.0,13.0,7.5,11.0
26,0,Travel_Rarely,192,Research & Development,1,2,Medical,1,Male,59,2,1,Laboratory Technician,1,Married,3955.0,11141,1.0,No,16,1,2,6.0,2,3,5.0,3.0,1.0,3.0
29,1,Travel_Rarely,408,Sales,23,1,Life Sciences,4,Female,45,2,3,Sales Executive,1,Married,7336.0,11162,1.0,No,13,1,1,11.0,3,1,11.0,8.0,3.0,10.0
27,0,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,3,Male,51,3,1,Research Scientist,2,Married,3058.0,13364,0.0,Yes,16,4,1,6.0,3,2,5.0,2.0,1.0,1.0
31,1,Travel_Frequently,667,Sales,1,4,Life Sciences,2,Female,50,1,1,Sales Representative,3,Single,1359.0,16154,1.0,No,12,2,0,1.0,3,3,1.0,0.0,0.0,0.0
43,0,Travel_Frequently,775,Sales,15,3,Life Sciences,4,Male,47,2,2,Sales Executive,4,Married,6804.0,23683,3.0,No,18,3,1,7.0,5,3,2.0,2.0,2.0,2.0
36,0,Non-Travel,1434,Sales,8,4,Life Sciences,1,Male,76,2,3,Sales Executive,1,Single,7587.0,14229,1.0,No,15,2,0,10.0,1,3,10.0,7.0,0.0,9.0
40,0,Travel_Rarely,329,Research & Development,1,4,Life Sciences,2,Male,88,3,1,Laboratory Technician,2,Married,2387.0,6762,3.0,No,22,3,1,7.0,3,3,4.0,2.0,0.0,3.0
22,0,Travel_Rarely,594,Research & Development,2,1,Technical Degree,3,Male,100,3,1,Laboratory Technician,4,Married,2523.0,19299,0.0,No,14,3,1,3.0,2,3,2.0,1.0,2.0,1.0
26,0,Travel_Rarely,1384,Research & Development,3,4,Medical,1,Male,82,4,1,Laboratory Technician,4,Married,4420.0,13421,1.0,No,22,2,1,8.0,2,3,8.0,7.0,0.0,7.0
31,0,Travel_Rarely,1232,Research & Development,7,4,Medical,3,Female,39,3,3,Manufacturing Director,4,Single,7143.0,25713,1.0,Yes,14,3,0,11.0,2,2,11.0,9.0,4.0,10.0
52,1,Travel_Rarely,1030,Sales,5,3,Life Sciences,2,Male,64,3,3,Sales Executive,2,Single,8446.0,21534,8.5,Yes,19,3,0,10.0,2,2,8.0,7.0,7.0,7.0
28,0,Travel_Rarely,1158,Research & Development,9,3,Medical,4,Male,94,3,1,Research Scientist,4,Married,2070.0,2613,1.0,No,23,4,1,5.0,3,2,5.0,2.0,0.0,4.0
37,0,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,3,Male,54,3,1,Research Scientist,3,Married,2996.0,5182,7.0,Yes,15,4,0,8.0,2,3,6.0,4.0,1.0,3.0
42,0,Travel_Rarely,188,Research & Development,29,3,Medical,2,Male,56,1,2,Laboratory Technician,4,Single,4272.0,9558,4.0,No,19,1,0,16.0,3,3,1.0,0.0,0.0,0.0
44,0,Non-Travel,111,Research & Development,17,3,Life Sciences,4,Male,74,1,1,Research Scientist,3,Single,2290.0,4279,2.0,No,13,4,0,6.0,3,3,0.0,0.0,0.0,0.0
28,0,Travel_Rarely,1144,Sales,10,1,Medical,4,Male,74,3,1,Sales Representative,2,Married,1052.0,23384,1.0,No,22,2,0,1.0,5,3,1.0,0.0,0.0,0.0
31,0,Travel_Rarely,1332,Research & Development,11,2,Medical,3,Male,80,3,2,Healthcare Representative,1,Married,6833.0,17089,1.0,Yes,12,4,0,6.0,2,2,6.0,5.0,0.0,1.0
19,1,Travel_Rarely,303,Research & Development,2,3,Life Sciences,2,Male,47,2,1,Laboratory Technician,4,Single,1102.0,9241,1.0,No,22,3,0,1.0,3,2,1.0,0.0,1.0,0.0
37,1,Travel_Rarely,1373,Research & Development,2,2,Other,4,Male,92,2,1,Laboratory Technician,3,Single,2090.0,2396,6.0,Yes,15,2,0,7.0,3,3,0.0,0.0,0.0,0.0
45,0,Travel_Rarely,252,Research & Development,2,3,Life Sciences,2,Female,95,2,1,Research Scientist,3,Single,2274.0,6153,1.0,No,14,4,0,1.0,3,3,1.0,0.0,0.0,0.0
50,0,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,Male,64,3,1,Laboratory Technician,4,Married,2380.0,20165,4.0,No,18,2,0,8.0,5,3,1.0,0.0,0.0,0.0
51,0,Travel_Frequently,1456,Research & Development,1,4,Medical,1,Female,30,2,3,Healthcare Representative,1,Single,7484.0,25796,3.0,No,20,3,0,23.0,1,2,13.0,12.0,7.5,8.0
42,0,Travel_Rarely,603,Research & Development,7,4,Medical,2,Female,78,4,2,Research Scientist,2,Married,2372.0,5628,6.0,Yes,16,4,0,18.0,2,3,1.0,0.0,0.0,0.0
32,0,Travel_Rarely,1093,Sales,6,4,Medical,2,Male,87,3,2,Sales Executive,3,Single,5010.0,24301,1.0,No,16,1,0,12.0,0,3,11.0,8.0,5.0,7.0
32,0,Travel_Frequently,689,Sales,9,2,Medical,4,Male,35,1,2,Sales Executive,4,Divorced,4668.0,22812,0.0,No,17,4,3,9.0,2,4,8.0,7.0,0.0,7.0
32,0,Travel_Rarely,827,Research & Development,1,1,Life Sciences,4,Male,71,3,1,Research Scientist,1,Single,2956.0,15178,1.0,No,13,4,0,1.0,2,3,1.0,0.0,0.0,0.0
33,0,Travel_Rarely,536,Sales,10,5,Marketing,4,Male,82,4,3,Sales Executive,3,Divorced,8380.0,21708,0.0,Yes,14,4,2,10.0,3,3,9.0,8.0,0.0,8.0
47,0,Travel_Rarely,955,Sales,4,2,Life Sciences,4,Female,83,3,2,Sales Executive,4,Single,4163.0,8571,1.0,Yes,17,3,0,9.0,0,3,9.0,0.0,0.0,7.0
20,1,Travel_Rarely,1097,Research & Development,11,3,Medical,4,Female,98,2,1,Research Scientist,1,Single,2600.0,18275,1.0,Yes,15,1,0,1.0,2,3,1.0,0.0,0.0,0.0
29,1,Travel_Rarely,408,Research & Development,25,5,Technical Degree,3,Female,71,2,1,Research Scientist,2,Married,2546.0,18300,5.0,No,16,2,0,6.0,2,4,2.0,2.0,1.0,1.0
35,0,Travel_Frequently,1182,Sales,11,2,Marketing,4,Male,54,3,2,Sales Executive,4,Divorced,4968.0,18500,1.0,No,11,4,1,5.0,3,3,5.0,2.0,0.0,2.0
29,0,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,4,Male,54,3,1,Research Scientist,4,Single,2201.0,18168,8.5,No,16,4,0,6.0,4,3,3.0,2.0,1.0,2.0
24,1,Travel_Rarely,693,Sales,3,2,Life Sciences,1,Female,65,3,2,Sales Executive,3,Single,4577.0,24785,8.5,No,14,1,0,4.0,3,3,2.0,2.0,2.0,0.0
32,0,Travel_Rarely,1401,Sales,4,2,Life Sciences,3,Female,56,3,1,Sales Representative,2,Married,3931.0,20990,2.0,No,11,1,1,6.0,5,3,4.0,3.0,1.0,2.0
28,0,Non-Travel,1476,Research & Development,1,3,Life Sciences,3,Female,55,1,2,Laboratory Technician,4,Married,6674.0,16392,0.0,No,11,1,3,10.0,6,3,9.0,8.0,7.0,5.0
35,0,Travel_Rarely,1315,Research & Development,22,3,Life Sciences,2,Female,71,4,3,Manager,2,Divorced,11996.0,19100,7.0,No,18,2,1,10.0,6,2,7.0,7.0,6.0,2.0
34,0,Travel_Rarely,167,Research & Development,8,5,Life Sciences,2,Female,32,3,2,Manufacturing Director,1,Divorced,5121.0,4187,3.0,No,14,3,1,7.0,3,3,0.0,0.0,0.0,0.0
36,0,Travel_Rarely,913,Research & Development,9,2,Medical,2,Male,48,2,2,Manufacturing Director,2,Divorced,8847.0,13934,2.0,Yes,11,3,1,13.0,2,3,3.0,2.0,0.0,2.0
52,0,Travel_Rarely,699,Research & Development,1,4,Life Sciences,3,Male,65,2,5,Manager,3,Married,17490.875,5678,0.0,No,14,1,1,31.0,5,3,18.0,14.5,7.5,9.0
35,0,Travel_Frequently,138,Research & Development,2,3,Medical,2,Female,37,3,2,Laboratory Technician,2,Single,4425.0,15986,5.0,No,11,4,0,10.0,5,3,6.0,2.0,1.0,2.0
44,0,Travel_Rarely,1459,Research & Development,10,4,Other,4,Male,41,3,2,Healthcare Representative,4,Married,6465.0,19121,2.0,Yes,13,4,0,9.0,5,4,4.0,2.0,1.0,3.0
22,1,Travel_Rarely,617,Research & Development,3,1,Life Sciences,2,Female,34,3,2,Manufacturing Director,3,Married,4171.0,10022,0.0,Yes,19,1,1,4.0,3,4,3.0,2.0,0.0,2.0
40,0,Travel_Rarely,804,Research & Development,2,1,Medical,4,Female,86,2,1,Research Scientist,4,Single,2342.0,22929,0.0,Yes,20,4,0,5.0,2,2,4.0,2.0,2.0,3.0
33,1,Travel_Rarely,603,Sales,9,4,Marketing,1,Female,77,3,2,Sales Executive,1,Single,8224.0,18385,0.0,Yes,17,1,0,6.0,3,3,5.0,2.0,0.0,3.0
50,0,Travel_Frequently,1246,Human Resources,3,3,Medical,1,Male,99,3,5,Manager,2,Married,17490.875,7999,1.0,No,11,3,1,31.0,2,3,18.0,5.0,7.5,7.0
50,0,Travel_Frequently,1421,Research & Development,2,3,Medical,4,Female,30,3,4,Manager,1,Married,17490.875,9490,2.0,No,22,3,1,31.0,3,3,2.0,2.0,2.0,2.0
57,0,Travel_Rarely,593,Research & Development,1,4,Medical,4,Male,88,3,2,Healthcare Representative,3,Married,6755.0,2967,2.0,No,11,3,0,15.0,2,3,3.0,2.0,1.0,2.0
35,1,Travel_Frequently,662,Sales,18,4,Marketing,4,Female,67,3,2,Sales Executive,3,Married,4614.0,23288,0.0,Yes,18,3,1,5.0,0,2,4.0,2.0,3.0,2.0
30,0,Travel_Rarely,634,Research & Development,17,4,Medical,2,Female,95,3,3,Manager,1,Married,11916.0,25927,1.0,Yes,23,4,2,9.0,2,3,9.0,1.0,0.0,8.0
31,0,Travel_Rarely,525,Sales,6,4,Medical,1,Male,66,4,2,Sales Executive,4,Divorced,5460.0,6219,4.0,No,22,4,2,13.0,4,4,7.0,7.0,5.0,7.0
52,0,Non-Travel,771,Sales,2,4,Life Sciences,1,Male,79,2,5,Manager,3,Single,17490.875,21030,1.0,Yes,18,4,0,31.0,2,4,18.0,7.0,7.5,12.0
33,0,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,2,Female,42,2,2,Healthcare Representative,4,Single,6949.0,12291,0.0,No,14,1,0,6.0,3,3,5.0,0.0,1.0,4.0
33,0,Non-Travel,750,Sales,22,2,Marketing,3,Male,95,3,2,Sales Executive,2,Married,6146.0,15480,0.0,No,13,1,1,8.0,2,4,7.0,7.0,0.0,7.0
34,0,Travel_Rarely,285,Research & Development,29,3,Medical,2,Male,86,3,2,Laboratory Technician,3,Married,5429.0,17491,4.0,No,13,1,2,10.0,1,3,8.0,7.0,7.0,7.0
51,0,Travel_Rarely,432,Research & Development,9,4,Life Sciences,4,Male,96,3,1,Laboratory Technician,4,Married,2075.0,18725,3.0,No,23,2,2,10.0,4,3,4.0,2.0,0.0,3.0
50,0,Travel_Rarely,797,Research & Development,4,1,Life Sciences,1,Male,96,3,5,Research Director,2,Divorced,17490.875,15815,3.0,No,14,1,2,28.0,4,2,10.0,4.0,1.0,6.0
46,0,Travel_Rarely,168,Sales,4,2,Marketing,4,Female,33,2,5,Manager,2,Married,17490.875,9946,2.0,No,14,3,1,26.0,2,3,11.0,4.0,0.0,8.0
22,0,Travel_Rarely,217,Research & Development,8,1,Life Sciences,2,Male,94,1,1,Laboratory Technician,1,Married,2451.0,6881,1.0,No,15,1,1,4.0,3,2,4.0,3.0,1.0,1.0
29,0,Travel_Frequently,1413,Sales,1,1,Medical,2,Female,42,3,3,Sales Executive,4,Married,7918.0,6599,1.0,No,14,4,1,11.0,5,3,11.0,10.0,4.0,1.0
22,0,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,4,Male,60,4,1,Research Scientist,2,Divorced,2328.0,12392,1.0,Yes,16,1,1,4.0,2,2,4.0,2.0,2.0,2.0
46,0,Travel_Rarely,1402,Sales,2,3,Marketing,3,Female,69,3,4,Manager,1,Married,17048.0,24097,8.0,No,23,1,0,28.0,2,3,18.0,14.5,7.5,9.0
29,0,Travel_Rarely,332,Human Resources,17,3,Other,2,Male,51,2,3,Human Resources,1,Single,7988.0,9769,1.0,No,13,1,0,10.0,3,2,10.0,9.0,0.0,9.0
38,0,Travel_Frequently,653,Research & Development,29,5,Life Sciences,4,Female,50,3,2,Laboratory Technician,4,Single,2406.0,5456,1.0,No,11,4,0,10.0,2,3,10.0,3.0,7.5,9.0
41,0,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Divorced,2451.0,4609,4.0,No,12,1,1,13.0,2,3,9.0,8.0,1.0,8.0
40,0,Non-Travel,663,Research & Development,9,4,Other,3,Male,81,3,2,Laboratory Technician,3,Divorced,3975.0,23099,3.0,No,11,3,2,11.0,2,4,8.0,7.0,0.0,7.0
31,0,Non-Travel,587,Sales,2,4,Life Sciences,4,Female,57,3,3,Sales Executive,3,Divorced,9852.0,8935,1.0,Yes,19,1,1,10.0,5,2,10.0,8.0,7.5,6.0
50,0,Travel_Frequently,809,Sales,12,3,Marketing,3,Female,77,3,3,Sales Executive,4,Single,9208.0,6645,4.0,No,11,4,0,16.0,3,3,2.0,2.0,2.0,1.0
51,0,Travel_Rarely,770,Human Resources,5,3,Life Sciences,3,Male,84,3,4,Manager,2,Divorced,14026.0,17588,1.0,Yes,11,2,1,31.0,2,3,18.0,9.0,0.0,10.0
31,0,Travel_Frequently,798,Research & Development,7,2,Life Sciences,3,Female,48,2,3,Manufacturing Director,3,Married,8943.0,14034,1.0,No,24,1,1,10.0,2,3,10.0,9.0,7.5,9.0
45,0,Travel_Rarely,194,Research & Development,9,3,Life Sciences,2,Male,60,3,2,Laboratory Technician,2,Divorced,2348.0,10901,8.0,No,18,3,1,20.0,2,1,17.0,9.0,0.0,14.5
52,0,Non-Travel,715,Research & Development,19,4,Medical,4,Male,41,3,1,Research Scientist,4,Married,4258.0,26589,0.0,No,18,1,1,5.0,3,3,4.0,3.0,1.0,2.0
58,1,Travel_Rarely,147,Research & Development,23,4,Medical,4,Female,94,3,3,Healthcare Representative,4,Married,10312.0,3465,1.0,No,12,4,1,31.0,3,2,18.0,10.0,7.5,6.0
30,1,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,4,Female,88,3,1,Research Scientist,1,Single,2657.0,8556,5.0,Yes,11,3,0,8.0,5,3,5.0,2.0,0.0,4.0
29,0,Travel_Rarely,1210,Sales,2,3,Medical,1,Male,78,2,2,Sales Executive,2,Married,6644.0,3687,2.0,No,19,2,2,10.0,2,3,0.0,0.0,0.0,0.0
44,0,Travel_Rarely,477,Research & Development,7,4,Medical,1,Female,42,2,3,Healthcare Representative,4,Married,10248.0,2094,3.0,No,14,4,1,24.0,4,3,18.0,6.0,5.0,14.5
36,0,Travel_Frequently,1195,Research & Development,11,3,Life Sciences,2,Male,95,2,2,Manufacturing Director,2,Single,6499.0,22656,1.0,No,13,3,0,6.0,3,3,6.0,5.0,0.0,3.0
31,0,Travel_Rarely,408,Research & Development,9,4,Life Sciences,3,Male,42,2,1,Research Scientist,2,Single,2657.0,7551,0.0,Yes,16,4,0,3.0,5,3,2.0,2.0,2.0,2.0
21,0,Travel_Rarely,984,Research & Development,1,1,Technical Degree,4,Female,70,2,1,Research Scientist,2,Single,2070.0,25326,1.0,Yes,11,3,0,2.0,6,4,2.0,2.0,2.0,2.0
36,0,Travel_Frequently,1467,Sales,11,2,Technical Degree,2,Female,92,3,3,Sales Executive,4,Married,9738.0,22952,0.0,No,14,3,1,10.0,6,3,9.0,7.0,2.0,8.0
25,0,Travel_Rarely,685,Research & Development,1,3,Life Sciences,1,Female,62,3,2,Manufacturing Director,3,Married,4898.0,7505,0.0,No,12,4,2,5.0,3,3,4.0,2.0,1.0,2.0
46,0,Non-Travel,1144,Research & Development,7,4,Medical,3,Female,30,3,2,Manufacturing Director,3,Married,5258.0,16044,2.0,No,14,3,0,7.0,2,4,1.0,0.0,0.0,0.0
29,0,Travel_Rarely,738,Research & Development,9,5,Other,2,Male,30,2,1,Laboratory Technician,4,Single,3983.0,7621,0.0,No,17,3,0,4.0,2,3,3.0,2.0,2.0,2.0
44,1,Travel_Frequently,920,Research & Development,24,3,Life Sciences,4,Male,43,3,1,Laboratory Technician,3,Divorced,3161.0,19920,3.0,Yes,22,4,1,19.0,0,1,1.0,0.0,0.0,0.0
26,0,Travel_Rarely,933,Sales,1,3,Life Sciences,3,Male,57,3,2,Sales Executive,3,Married,5296.0,20156,1.0,No,17,2,1,8.0,3,3,8.0,7.0,7.0,7.0
55,0,Non-Travel,444,Research & Development,2,1,Medical,3,Male,40,2,4,Manager,1,Single,16756.0,17323,7.0,No,15,2,0,31.0,3,4,9.0,7.0,6.0,2.0
35,0,Travel_Rarely,464,Research & Development,4,2,Other,3,Male,75,3,1,Laboratory Technician,4,Divorced,1951.0,10910,1.0,No,12,3,1,1.0,3,3,1.0,0.0,0.0,0.0
29,1,Travel_Frequently,337,Research & Development,14,1,Other,3,Female,84,3,3,Healthcare Representative,4,Single,7553.0,22930,0.0,Yes,12,1,0,9.0,1,3,8.0,7.0,7.0,7.0
32,0,Travel_Rarely,498,Research & Development,3,4,Medical,3,Female,93,3,2,Manufacturing Director,1,Married,6725.0,13554,1.0,No,12,3,1,8.0,2,4,8.0,7.0,6.0,3.0
41,1,Travel_Rarely,1356,Sales,20,2,Marketing,2,Female,70,3,1,Sales Representative,2,Single,3140.0,21728,1.0,Yes,22,4,0,4.0,5,2,4.0,3.0,0.0,2.0
28,1,Travel_Rarely,890,Research & Development,2,4,Medical,3,Male,46,3,1,Research Scientist,3,Single,4382.0,16374,6.0,No,17,4,0,5.0,3,2,2.0,2.0,2.0,1.0
35,0,Travel_Frequently,482,Research & Development,4,4,Life Sciences,3,Male,87,3,2,Research Scientist,3,Single,4249.0,2690,1.0,Yes,11,2,0,9.0,3,3,9.0,6.0,1.0,1.0
28,0,Travel_Frequently,791,Research & Development,1,4,Medical,4,Male,44,3,1,Laboratory Technician,3,Single,2154.0,6842,0.0,Yes,11,3,0,5.0,2,2,4.0,2.0,0.0,2.0
45,0,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,1,Male,77,4,2,Manufacturing Director,3,Married,6434.0,5118,4.0,No,17,4,1,9.0,1,3,3.0,2.0,0.0,2.0
42,0,Travel_Rarely,933,Research & Development,29,3,Life Sciences,2,Male,98,3,2,Manufacturing Director,2,Married,4434.0,11806,1.0,No,13,4,1,10.0,3,2,9.0,8.0,7.0,8.0
29,0,Non-Travel,746,Sales,2,3,Life Sciences,4,Male,61,3,2,Sales Executive,3,Married,4649.0,16928,1.0,No,14,1,1,4.0,3,2,4.0,3.0,0.0,2.0
26,0,Travel_Rarely,583,Research & Development,4,2,Life Sciences,3,Male,53,3,1,Research Scientist,4,Single,2875.0,9973,1.0,Yes,20,2,0,8.0,2,2,8.0,5.0,2.0,2.0
59,0,Travel_Rarely,1435,Sales,25,3,Life Sciences,1,Female,99,3,3,Sales Executive,1,Single,7637.0,2354,7.0,No,11,4,0,28.0,3,2,18.0,14.5,7.0,9.0
31,0,Travel_Rarely,670,Research & Development,26,1,Life Sciences,1,Male,31,3,1,Research Scientist,3,Divorced,2911.0,15170,1.0,No,17,4,1,5.0,1,2,5.0,2.0,4.0,3.0
52,0,Travel_Rarely,319,Research & Development,3,3,Medical,4,Male,39,2,3,Manufacturing Director,3,Married,7969.0,19609,2.0,Yes,14,3,0,28.0,4,3,5.0,4.0,0.0,4.0
38,0,Travel_Rarely,330,Research & Development,17,1,Life Sciences,3,Female,65,2,3,Healthcare Representative,3,Married,8823.0,24608,0.0,No,18,1,1,20.0,4,2,18.0,9.0,1.0,9.0
30,0,Travel_Rarely,1427,Research & Development,2,1,Medical,2,Male,35,2,1,Laboratory Technician,4,Single,2720.0,11162,0.0,No,13,4,0,6.0,3,3,5.0,3.0,1.0,2.0
